Particulars,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,Company Symbol
Tangible Book Value,0.038293,0.018315,-0.155119,-0.016499,0.042014,0.235053,0.154711,0.13915,0.160608,0.200182,0.176927,CIPLA
Common Equity,0.146663,0.122407,0.084898,0.076666,0.096223,0.092393,0.079124,0.088011,0.115566,0.140881,0.133736,CIPLA
Cash from Ops.,0.151047,-0.118437,0.075925,0.15067,0.07623,-0.009603,0.088112,0.369262,0.252881,0.018052,0.032546,CIPLA
Capital Expenditures,-0.071039,0.048226,0.124804,0.258769,0.029819,-0.305921,-0.20408,-0.037318,0.147526,0.136382,0.203737,CIPLA
Levered Free Cash Flow,0.182503,-0.337554,0.265878,0.144609,0.077843,0.324289,0.282856,0.932549,0.477377,0.012479,-0.573244,CIPLA
Unlevered Free Cash Flow,0.1933,-0.3074,0.310354,0.162771,0.088877,0.290496,0.264514,0.843117,0.426604,0.003365,-0.541373,CIPLA
Dividend per Share,0,0,0,0,0.144714,0.144714,0.144714,0.185631,0.185631,0.415031,0.375069,CIPLA
Compound Annual Growth Rate Over Five Years,,,,,,,,,,,,CIPLA
Total Revenue,0.139833,0.148792,0.164606,0.153446,0.127786,0.099178,0.085265,0.071334,0.086551,0.083526,0.092861,CIPLA
Gross Profit,0.178568,0.207168,0.246009,0.206914,0.154783,0.130007,0.091474,0.063515,0.073918,0.080244,0.098501,CIPLA
EBITDA,0.106769,0.079522,0.124135,0.080668,0.047872,0.073559,0.072451,0.10786,0.120576,0.118955,0.152218,CIPLA
EBITA,0.096357,0.053429,0.12216,0.072292,0.030521,0.061645,0.077975,0.124148,0.142059,0.143605,0.166129,CIPLA
EBIT,0.096357,0.052026,0.095512,0.037176,0.000219,0.025271,0.049438,0.132918,0.163445,0.162076,0.2075,CIPLA
Earnings from Cont. Ops.,0.127409,0.02568,0.069305,-0.019788,-0.017188,0.012243,0.040605,0.11541,0.197211,0.148678,0.227179,CIPLA
Net Income,0.124839,0.017514,0.065658,-0.025347,-0.018028,0.019305,0.055451,0.120756,0.201198,0.147135,0.219564,CIPLA
Normalized Net Income,0.154969,0.038197,0.06317,-0.003852,-0.013091,0.026177,0.073529,0.151917,0.19559,0.165712,0.227118,CIPLA
Diluted EPS before Extra,0.11728,0.013619,0.065053,-0.025879,-0.01878,0.018525,0.055,0.120181,0.200509,0.146656,0.219273,CIPLA
Accounts Receivable,-0.024244,0.049817,0.095872,0.105311,0.13203,0.204245,0.142647,0.078971,0.05966,0.055116,0.028232,CIPLA
Inventory,0.156688,0.201072,0.148441,0.135035,0.111231,0.064896,0.029757,0.041616,0.0895,0.049766,0.057273,CIPLA
Net PP&E,0.130304,0.116504,0.096075,0.098175,0.079305,0.048222,0.0394,0.011047,-0.004258,-0.003071,0.018872,CIPLA
Total Assets,0.150069,0.165477,0.197034,0.17608,0.144159,0.123227,0.085264,0.03548,0.051963,0.052056,0.064259,CIPLA
Tangible Book Value,0.11407,0.064167,-0.040088,-0.014572,0.002608,0.065248,0.062624,0.199506,0.176514,0.156655,0.165309,CIPLA
Common Equity,0.182449,0.12816,0.115545,0.104278,0.095487,0.08356,0.078527,0.097372,0.106883,0.104679,0.122106,CIPLA
Cash from Ops.,0.330584,0.02384,0.111724,0.06817,0.009145,0.015844,0.211971,0.166209,0.06906,0.172226,0.195739,CIPLA
Capital Expenditures,-0.04128,0.040717,0.086742,0.151522,-0.01385,-0.087625,-0.023839,-0.101771,-0.136896,0.035569,0.249857,CIPLA
Levered Free Cash Flow,NM,-0.060664,-0.028746,-0.013425,0.1778,0.03954,0.466718,0.51815,0.211551,0.412683,-0.230456,CIPLA
Unlevered Free Cash Flow,NM,-0.039405,0.00697,0.004227,0.195112,0.055409,0.441107,0.466584,0.193181,0.372095,-0.211631,CIPLA
Dividend per Share,0,0,0,0,0.084472,0.084472,0.084472,0.201124,0.201124,0.231571,0.340801,CIPLA
,,,,,,,,,,,,CIPLA
Return on Assets %,0.093499,0.087929,0.089899,0.052326,0.032676,0.104939,0.080664,0.060055,0.074787,0.103026,0.11483,COALINDIA
Return on Capital %,0.216885,0.22625,0.260911,0.18853,0.159129,0.530306,0.335834,0.229066,0.283663,0.367707,0.338107,COALINDIA
Return on Equity %,0.33211,0.331213,0.378646,0.31035,0.310027,0.736831,0.562169,0.36548,0.43029,0.552377,0.527822,COALINDIA
Return on Common Equity %,0.332576,0.331733,0.379506,0.312715,0.314946,0.748943,0.570332,0.369858,0.435802,0.561127,0.534415,COALINDIA
Margin Analysis,,,,,,,,,,,,COALINDIA
Gross Margin %,0.742532,0.803305,0.821834,0.814925,0.792227,0.822723,0.837625,0.832296,0.803664,0.826922,0.711059,COALINDIA
SG&A Margin %,0.433473,0.487011,0.510333,0.558203,0.627909,0.501277,0.533465,0.59145,0.502978,0.49184,0.374312,COALINDIA
EBITDA Margin %,0.25955,0.240523,0.253559,0.169822,0.117684,0.263894,0.234093,0.217248,0.225558,0.266195,0.368089,COALINDIA
EBITA Margin %,0.233386,0.210057,0.217552,0.132581,0.082474,0.228887,0.197781,0.174806,0.18651,0.233366,0.316407,COALINDIA
EBIT Margin %,0.233386,0.210057,0.212712,0.127579,0.077332,0.226267,0.197781,0.174806,0.18651,0.233366,0.316407,COALINDIA
Earnings from Cont. Ops Margin %,0.219778,0.190841,0.188907,0.12262,0.085584,0.182094,0.180641,0.148075,0.158395,0.203432,0.286736,COALINDIA
Net Income Margin %,0.219778,0.190842,0.188907,0.122624,0.085586,0.18208,0.180791,0.148048,0.15821,0.203723,0.286991,COALINDIA
Net Income Avail. for Common Margin %,0.219778,0.190842,0.188907,0.122624,0.085586,0.18208,0.180791,0.148048,0.15821,0.203723,0.286991,COALINDIA
Normalized Net Income Margin %,0.203424,0.186702,0.176838,0.1144,0.07566,0.167547,0.148299,0.121071,0.127774,0.163269,0.234344,COALINDIA
Levered Free Cash Flow Margin %,0.087888,0.112816,0.062309,0.069974,0.097275,0.052694,-0.107789,-0.049695,0.198557,0.092369,0.012357,COALINDIA
Unlevered Free Cash Flow Margin %,0.088296,0.112877,0.065504,0.073353,0.100543,0.054412,-0.104389,-0.045016,0.201642,0.095462,0.016286,COALINDIA
Asset Turnover,,,,,,,,,,,,COALINDIA
Total Asset Turnover,0.640991,0.66976,0.676213,0.656239,0.67607,0.742059,0.652552,0.54969,0.641574,0.706368,0.580671,COALINDIA
Fixed Asset Turnover,4.342197,4.092541,3.355264,2.569477,2.344461,2.397127,2.119958,1.754592,1.958361,2.231299,1.711162,COALINDIA
Accounts Receivable Turnover,7.35101,8.592138,7.56337,6.308266,8.656079,15.803558,8.97919,4.860832,6.489833,10.449208,9.904583,COALINDIA
Inventory Turnover,3.165247,2.407719,1.956749,1.696235,2.22067,2.827171,2.460522,1.848434,2.688739,3.142187,4.108288,COALINDIA
Short Term Liquidity,,,,,,,,,,,,COALINDIA
Current Ratio,3.283279,2.648107,2.306759,1.588517,1.368312,1.511381,1.705532,1.6754,1.62294,1.572463,1.69543,COALINDIA
Quick Ratio,2.712061,2.065737,1.880885,1.258712,1.062337,1.16901,1.215413,1.121808,1.13267,1.123049,0.910785,COALINDIA
Cash from Ops. to Curr. Liab.,0.594424,0.489009,0.419522,0.373975,0.436989,0.3548,0.101434,0.20939,0.718542,0.519188,0.295452,COALINDIA
Avg. Days Sales Out.,49.652775,42.480525,48.391056,57.86053,42.166625,23.09574,40.760688,75.08999,56.241755,34.930865,36.952458,COALINDIA
Avg. Days Inventory Out.,115.314815,151.59545,187.044666,215.1821,164.36461,129.10415,148.748622,197.46427,135.751165,116.160885,89.08806,COALINDIA
Avg. Days Payable Out.,16.977245,21.33425,52.009698,85.20268,58.64236,19.152645,92.865546,171.677385,158.444675,125.177845,78.103668,COALINDIA
Avg. Cash Conversion Cycle,147.990345,172.741725,183.426024,187.83995,147.888875,133.047245,96.643764,100.876875,33.548245,25.913905,47.93685,COALINDIA
Long Term Solvency,,,,,,,,,,,,COALINDIA
Total Debt/Equity,0.004194,0.010102,0.034311,0.121238,0.07486,0.082267,0.197651,0.159212,0.080189,0.074659,0.078043,COALINDIA
Total Debt/Capital,0.004177,0.010001,0.033173,0.108128,0.069646,0.076013,0.165032,0.137345,0.074236,0.069472,0.072393,COALINDIA
LT Debt/Equity,0.004037,0.004993,0.007529,0.011856,0.051331,0.054806,0.061238,0.072763,0.078997,0.073484,0.069075,COALINDIA
LT Debt/Capital,0.00402,0.004943,0.007279,0.010574,0.047755,0.05064,0.051132,0.062769,0.073133,0.068379,0.064075,COALINDIA
Total Liabilities/Total Assets,0.592602,0.634355,0.690343,0.788957,0.836286,0.798055,0.783466,0.771553,0.756894,0.725313,0.648331,COALINDIA
EBIT / Interest Exp.,NM,NM,41.600994,23.59607,14.786654,82.300212,36.357452,23.348234,37.790263,47.147301,50.326555,COALINDIA
EBITDA / Interest Exp.,NM,NM,49.589574,31.409037,22.502487,95.986347,43.03249,29.017158,45.702136,53.779778,58.546798,COALINDIA
(EBITDA-CAPEX) / Interest Exp.,NM,NM,34.607002,10.205337,2.671518,69.223035,31.857213,12.076529,23.497294,31.401674,38.017196,COALINDIA
Total Debt/EBITDA,0.009981,0.023602,0.062601,0.234553,0.158882,0.087315,0.297283,0.315745,0.141981,0.117695,0.135977,COALINDIA
Net Debt/EBITDA,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,COALINDIA
Total Debt/(EBITDA-CAPEX),0.012974,0.032932,0.089704,0.721886,1.338288,0.121074,0.401567,0.758665,0.276152,0.201569,0.209406,COALINDIA
Net Debt/(EBITDA-CAPEX),NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,COALINDIA
Altman Z Score,4.018663,,3.619586,2.624219,2.076708,2.562205,2.1647,1.729646,1.915884,2.220844,,COALINDIA
Growth Over Prior Year,,,,,,,,,,,,COALINDIA
Total Revenue,0.005671,0.046078,0.049993,0.002063,0.08669,0.166211,-0.03606,-0.072128,0.279006,0.260095,-0.057333,COALINDIA
Gross Profit,-0.023721,0.131694,0.074211,-0.00636,0.056423,0.211103,-0.0186,-0.078031,0.235006,0.296562,-0.189413,COALINDIA
EBITDA,-0.097249,-0.030609,0.106903,-0.328863,-0.246938,1.61509,-0.144917,-0.138894,0.327928,0.487116,0.3035,COALINDIA
EBITA,-0.112501,-0.058486,0.087459,-0.389319,-0.324005,2.236525,-0.167061,-0.179915,0.364642,0.576664,0.278107,COALINDIA
EBIT,-0.112501,-0.058486,0.063267,-0.398989,-0.341304,2.412233,-0.157415,-0.179915,0.364642,0.576664,0.278107,COALINDIA
Earnings from Cont. Ops.,-0.129332,-0.091653,0.039352,-0.349554,-0.24153,1.481291,-0.043751,-0.239407,0.368145,0.618383,0.328683,COALINDIA
Net Income,-0.12933,-0.09165,0.039348,-0.349539,-0.241537,1.481057,-0.042884,-0.240174,0.366791,0.622596,0.327961,COALINDIA
Normalized Net Income,-0.101115,-0.039914,-0.00548,-0.351747,-0.281296,1.582532,-0.146799,-0.242488,0.349817,0.610145,0.353028,COALINDIA
Diluted EPS before Extra,-0.129499,-0.091556,0.039442,-0.344758,-0.233855,1.481497,-0.036166,-0.240134,0.366791,0.622508,0.328008,COALINDIA
Accounts Receivable,-0.213658,0.034079,0.343319,0.089858,-0.498424,-0.121329,1.620367,0.361939,-0.4207,0.148913,0.014951,COALINDIA
Inventory,-0.008858,0.110585,0.224028,0.181803,-0.279637,-0.133449,0.185183,0.351994,-0.209198,0.152494,0.248023,COALINDIA
Net PP&E,0.115522,0.104845,0.439896,0.217264,0.169403,0.115948,0.066689,0.172082,0.123608,0.090248,0.356665,COALINDIA
Total Assets,-0.054884,0.060427,0.020686,0.0442,0.064978,0.060179,0.130099,0.076194,0.11408,0.171822,0.125306,COALINDIA
Tangible Book Value,-0.139341,-0.061862,-0.073673,-0.296394,-0.176254,0.309295,0.215317,0.134859,0.177779,0.220362,0.449209,COALINDIA
Common Equity,-0.125177,-0.048377,-0.136791,-0.296128,-0.176986,0.31104,0.215526,0.135598,0.181439,0.326862,0.44519,COALINDIA
Cash from Ops.,0.59447,-0.009857,-0.085371,0.251416,0.282736,-0.225405,-0.695685,1.128171,2.880772,-0.131866,-0.492715,COALINDIA
Capital Expenditures,0.677436,0.190706,0.180411,0.499589,-0.016924,-0.172623,-0.203584,0.935841,0.105124,0.273614,0.09846,COALINDIA
Levered Free Cash Flow,0.050719,0.342779,-0.420082,0.125336,0.510665,-0.368261,NM,NM,NM,-0.413804,-0.873887,COALINDIA
Unlevered Free Cash Flow,0.052029,0.337294,-0.390671,0.122129,0.489495,-0.368868,NM,NM,NM,-0.403439,-0.839172,COALINDIA
Dividend per Share,1.071428,-0.286207,0.323671,-0.273723,-0.170855,-0.206061,-0.08397,0.333333,0.0625,0.42647,0.051546,COALINDIA
Compound Annual Growth Rate Over Two Years,,,,,,,,,,,,COALINDIA
Total Revenue,0.049584,0.025676,0.048034,0.025749,0.04352,0.125749,0.060263,-0.054266,0.089382,0.269516,0.089886,COALINDIA
Gross Profit,0.017125,0.051118,0.102579,0.033141,0.024551,0.131122,0.090219,-0.048779,0.06707,0.26541,0.025172,COALINDIA
EBITDA,0.020694,-0.064522,0.035868,-0.138093,-0.289079,0.403327,0.495367,-0.14191,0.06934,0.40527,0.392285,COALINDIA
EBITA,0.022961,-0.085892,0.011859,-0.185082,-0.357492,0.479147,0.641898,-0.173513,0.057886,0.466828,0.419559,COALINDIA
EBIT,0.022961,-0.085892,0.00054,-0.200603,-0.370807,0.499208,0.695612,-0.168741,0.057886,0.466828,0.419559,COALINDIA
Earnings from Cont. Ops.,0.010876,-0.110692,-0.028356,-0.177782,-0.297615,0.371855,0.540368,-0.147171,0.020099,0.488013,0.466396,COALINDIA
Net Income,0.010877,-0.110689,-0.028356,-0.177774,-0.297611,0.371784,0.540993,-0.147215,0.01908,0.489211,0.467905,COALINDIA
Normalized Net Income,0.032585,-0.071018,-0.022849,-0.197067,-0.31743,0.362379,0.484392,-0.196066,0.011189,0.474246,0.475999,COALINDIA
Diluted EPS before Extra,0.010779,-0.110729,-0.028262,-0.174721,-0.291473,0.378836,0.546529,-0.144205,0.019106,0.489171,0.467891,COALINDIA
Accounts Receivable,0.206351,-0.098257,0.1786,0.20997,-0.260645,-0.336133,0.51738,0.889121,-0.11176,-0.184178,0.079857,COALINDIA
Inventory,-0.042338,0.049165,0.165928,0.20273,-0.077326,-0.209916,0.013421,0.265844,0.034002,-0.04533,0.199308,COALINDIA
Net PP&E,0.07208,0.110171,0.261294,0.323909,0.193093,0.142363,0.091041,0.118145,0.147589,0.106802,0.216183,COALINDIA
Total Assets,-0.012907,0.001113,0.040367,0.032376,0.054538,0.062576,0.094581,0.102817,0.094973,0.142587,0.148329,COALINDIA
Tangible Book Value,0.01751,-0.101436,-0.067786,-0.192677,-0.238689,0.038522,0.261431,0.1744,0.15612,0.198882,0.329872,COALINDIA
Common Equity,0.023835,-0.087585,-0.093661,-0.22052,-0.238885,0.038751,0.26238,0.174883,0.158292,0.252041,0.384763,COALINDIA
Cash from Ops.,-0.145407,0.256485,-0.048362,0.069851,0.266979,-0.003205,-0.514489,-0.195242,1.873839,0.835492,-0.33638,COALINDIA
Capital Expenditures,0.098795,0.413271,0.185548,0.330463,0.214171,-0.098127,-0.188251,0.241666,0.46265,0.186382,0.1828,COALINDIA
Levered Free Cash Flow,-0.213999,0.187806,-0.117559,-0.192162,0.303843,-0.023093,NM,NM,NM,NM,-0.728105,COALINDIA
Unlevered Free Cash Flow,-0.213116,0.186117,-0.097308,-0.173111,0.292829,-0.030429,NM,NM,NM,NM,-0.690252,COALINDIA
Dividend per Share,0.702939,0.215965,-0.027978,-0.019514,-0.223992,-0.188649,-0.147198,0.105158,0.190238,0.231107,0.224745,COALINDIA
Compound Annual Growth Rate Over Three Years,,,,,,,,,,,,COALINDIA
Total Revenue,0.110342,0.048415,0.033719,0.032481,0.045673,0.082911,0.069,0.014157,0.045852,0.143549,0.149595,COALINDIA
Gross Profit,0.098275,0.053965,0.058761,0.065,0.040844,0.083302,0.078835,0.030975,0.037713,0.138657,0.090823,COALINDIA
EBITDA,0.0655,0.003299,-0.010553,-0.103658,-0.176019,0.097429,0.189713,0.244087,-0.007463,0.1936,0.370493,COALINDIA
EBITA,0.06828,-0.004942,-0.031419,-0.144898,-0.234303,0.101402,0.221458,0.302718,-0.023145,0.208386,0.401012,COALINDIA
EBIT,0.06828,-0.004942,-0.038656,-0.15579,-0.25056,0.105441,0.237218,0.330977,-0.019388,0.208386,0.401012,COALINDIA
Earnings from Cont. Ops.,0.116167,-0.024526,-0.063253,-0.15002,-0.199605,0.069734,0.216361,0.217495,-0.001644,0.189749,0.432886,COALINDIA
Net Income,0.116168,-0.024523,-0.063252,-0.150013,-0.199602,0.069706,0.216687,0.217415,-0.002008,0.189988,0.433396,COALINDIA
Normalized Net Income,0.107016,0.00783,-0.049667,-0.147771,-0.226187,0.063605,0.165599,0.186212,-0.044482,0.1808,0.432679,COALINDIA
Diluted EPS before Extra,0.116096,-0.024553,-0.063252,-0.147881,-0.194922,0.075992,0.223702,0.22035,0.000339,0.189987,0.433387,COALINDIA
Accounts Receivable,0.340824,0.145954,0.029868,0.148245,-0.097816,-0.216851,0.04916,0.463689,0.273917,-0.032206,-0.122571,COALINDIA
Inventory,-0.001048,0.006141,0.104485,0.171196,0.013825,-0.096426,-0.095565,0.115625,0.082121,0.07208,0.043862,COALINDIA
Net PP&E,0.081255,0.082893,0.210702,0.246443,0.270262,0.166804,0.11656,0.117412,0.119963,0.128148,0.184507,COALINDIA
Total Assets,0.066784,0.010956,0.007595,0.041643,0.043131,0.056415,0.084623,0.088418,0.106559,0.120013,0.136797,COALINDIA
Tangible Book Value,0.081501,-0.009666,-0.092275,-0.151236,-0.18724,-0.087876,0.094394,0.217745,0.175525,0.177149,0.277109,COALINDIA
Common Equity,0.083746,-0.000824,-0.10429,-0.16691,-0.206271,-0.087627,0.094618,0.21862,0.177064,0.211958,0.313371,COALINDIA
Cash from Ops.,0.1861,-0.102422,0.130282,0.042593,0.136566,0.075321,-0.32881,-0.205425,0.359616,0.928282,0.1956,COALINDIA
Capital Expenditures,0.170295,0.128616,0.330949,0.282144,0.202812,0.068451,-0.134746,0.084521,0.194374,0.39671,0.15632,COALINDIA
Levered Free Cash Flow,NM,-0.060384,-0.064696,-0.04306,-0.004734,0.02407,NM,NM,0.627466,NM,NM,COALINDIA
Unlevered Free Cash Flow,NM,-0.060962,-0.050047,-0.029399,0.006109,0.017968,NM,NM,0.618446,NM,NM,COALINDIA
Dividend per Share,0.951841,0.274452,0.250856,-0.117967,-0.072805,-0.21806,-0.155157,-0.010205,0.090751,0.264281,0.168082,COALINDIA
Compound Annual Growth Rate Over Five Years,,,,,,,,,,,,COALINDIA
Total Revenue,0.107843,0.08983,0.084986,0.039289,0.037628,0.068823,0.051485,0.025802,0.077107,0.109477,0.063248,COALINDIA
Gross Profit,0.121611,0.111258,0.099995,0.045585,0.044942,0.090972,0.06032,0.0284,0.074114,0.119029,0.032678,COALINDIA
EBITDA,0.344956,0.078805,0.053547,-0.055847,-0.13311,0.072377,0.045802,-0.005422,0.140018,0.306214,0.136421,COALINDIA
EBITA,0.396612,0.061735,0.045344,-0.08134,-0.178073,0.064671,0.038898,-0.018112,0.153195,0.366035,0.134383,COALINDIA
EBIT,0.396612,0.061735,0.040651,-0.088379,-0.188589,0.062222,0.038898,-0.013684,0.162099,0.383739,0.136998,COALINDIA
Earnings from Cont. Ops.,0.512218,0.073632,0.055943,-0.088987,-0.16516,0.029363,0.039997,-0.022965,0.13369,0.319238,0.164318,COALINDIA
Net Income,0.503418,0.073634,0.055943,-0.088983,-0.165157,0.029346,0.040169,-0.023,0.133419,0.31961,0.164543,COALINDIA
Normalized Net Income,0.313258,0.088402,0.053118,-0.079754,-0.167499,0.028142,0.004156,-0.049053,0.101191,0.293974,0.137045,COALINDIA
Diluted EPS before Extra,0.512161,0.073614,0.055943,-0.087648,-0.162247,0.033012,0.045312,-0.018177,0.137348,0.321504,0.166181,COALINDIA
Accounts Receivable,0.348591,0.314829,0.273414,0.171143,-0.097992,-0.07774,0.110747,0.113809,-0.018439,0.158531,0.192425,COALINDIA
Inventory,0.087147,0.07035,0.062663,0.080594,0.027816,0.000569,0.013663,0.034023,-0.04581,0.04822,0.127555,COALINDIA
Net PP&E,0.052528,0.053083,0.149962,0.173531,0.203627,0.203719,0.195288,0.147091,0.12887,0.113156,0.157502,COALINDIA
Total Assets,0.10835,0.09315,0.056138,0.01947,0.026116,0.049967,0.063415,0.074737,0.088752,0.10977,0.123082,COALINDIA
Tangible Book Value,0.160468,0.077869,0.019113,-0.087385,-0.153948,-0.079893,-0.031002,0.009157,0.118679,0.210165,0.234989,COALINDIA
Common Equity,0.174073,0.093623,0.008957,-0.095295,-0.160771,-0.090046,-0.044392,0.009488,0.119657,0.23188,0.256118,COALINDIA
Cash from Ops.,0.043856,0.063007,0.086079,-0.037119,0.183095,0.024027,-0.191209,-0.042389,0.20086,0.110663,0.020511,COALINDIA
Capital Expenditures,0.170364,0.198712,0.176373,0.205394,0.282947,0.113834,0.02775,0.134631,0.067437,0.124171,0.189731,COALINDIA
Levered Free Cash Flow,-0.063762,-0.025328,NM,-0.115495,0.068223,-0.035123,NM,NM,0.326931,0.098053,-0.20445,COALINDIA
Unlevered Free Cash Flow,-0.064768,-0.026122,NM,-0.10754,0.074578,-0.029811,NM,NM,0.318533,0.09803,-0.164662,COALINDIA
Dividend per Share,0.607707,0.426857,0.476853,0.147547,0.033406,-0.14695,-0.10331,-0.102005,-0.03101,0.080054,0.142493,COALINDIA
,,,,,,,,,,,,COALINDIA
Return on Assets %,0.169425,0.159594,0.175222,0.154373,0.10891,0.144075,0.12363,0.169264,0.184924,0.091047,0.076357,DIVISLAB
Return on Capital %,0.210398,0.199301,0.207684,0.175505,0.12387,0.163653,0.14218,0.196324,0.212336,0.103351,0.086688,DIVISLAB
Return on Equity %,0.283069,0.263681,0.289082,0.21976,0.155468,0.21002,0.192967,0.239005,0.281641,0.148876,0.121497,DIVISLAB
Return on Common Equity %,0.283069,0.263681,0.289082,0.21976,0.155468,0.21002,0.192967,0.239005,0.281641,0.148876,0.121497,DIVISLAB
Margin Analysis,,,,,,,,,,,,DIVISLAB
Gross Margin %,0.541005,0.591573,0.58392,0.603635,0.583175,0.611003,0.583731,0.645336,0.647265,0.578802,0.601147,DIVISLAB
SG&A Margin %,0.124899,0.094221,0.097106,0.125203,0.119501,0.111579,0.117097,0.12005,0.106819,0.127071,0.139451,DIVISLAB
EBITDA Margin %,0.403868,0.372472,0.376571,0.365961,0.325803,0.379047,0.337827,0.411301,0.433048,0.30436,0.28107,DIVISLAB
EBITA Margin %,0.367411,0.333982,0.345715,0.336089,0.289817,0.345438,0.303872,0.375173,0.398727,0.260809,0.232887,DIVISLAB
EBIT Margin %,0.367411,0.333982,0.345715,0.336089,0.289817,0.345438,0.303872,0.375173,0.398727,0.260809,0.232887,DIVISLAB
Earnings from Cont. Ops Margin %,0.306062,0.274254,0.298113,0.260908,0.225366,0.273486,0.255176,0.284711,0.33041,0.234741,0.203951,DIVISLAB
Net Income Margin %,0.306062,0.274254,0.298113,0.260908,0.225366,0.273486,0.255176,0.284711,0.33041,0.234741,0.203951,DIVISLAB
Net Income Avail. for Common Margin %,0.306062,0.274254,0.298113,0.260908,0.225366,0.273486,0.255176,0.284711,0.33041,0.234741,0.203951,DIVISLAB
Normalized Net Income Margin %,0.24569,0.216962,0.231131,0.214316,0.198335,0.231138,0.204297,0.239378,0.257085,0.190676,0.172323,DIVISLAB
Levered Free Cash Flow Margin %,0.084613,0.109464,0.008568,0.145922,0.071454,0.00712,-0.044531,0.108857,0.044464,0.189561,0.022407,DIVISLAB
Unlevered Free Cash Flow Margin %,0.084839,0.109578,0.00897,0.146105,0.071542,0.007388,-0.043889,0.108892,0.044489,0.189588,0.022646,DIVISLAB
Asset Turnover,,,,,,,,,,,,DIVISLAB
Total Asset Turnover,0.737812,0.764566,0.810944,0.734919,0.601263,0.667328,0.650957,0.721859,0.742059,0.55855,0.524595,DIVISLAB
Fixed Asset Turnover,1.95988,2.149099,2.343473,2.197383,1.894176,2.111521,1.719744,1.719269,1.948437,1.598818,1.502556,DIVISLAB
Accounts Receivable Turnover,4.087311,4.235498,4.654802,4.56195,4.063625,4.542583,4.187043,4.511128,4.370222,3.684418,3.97363,DIVISLAB
Inventory Turnover,1.31186,1.210569,1.325701,1.274625,1.214769,1.232195,1.235108,1.233107,1.270834,1.122553,1.011899,DIVISLAB
Short Term Liquidity,,,,,,,,,,,,DIVISLAB
Current Ratio,3.596323,3.574861,5.826802,6.081598,6.940589,5.491644,5.049286,5.5505,6.985487,8.456915,7.570422,DIVISLAB
Quick Ratio,2.027707,1.997474,3.293166,3.928319,4.663998,3.197779,2.831651,3.468996,4.408013,5.509163,4.801251,DIVISLAB
Cash from Ops. to Curr. Liab.,0.887383,1.06551,1.997784,1.744438,1.187383,1.127015,1.311934,1.750112,1.599096,2.233924,0.986697,DIVISLAB
Avg. Days Sales Out.,89.300535,86.176135,78.628146,80.00946,89.821025,80.350735,87.412146,80.91101,83.519665,99.065745,92.107194,DIVISLAB
Avg. Days Inventory Out.,278.23074,301.510805,276.080022,286.358195,300.468365,296.219035,296.33007,296.000035,287.21266,325.151125,361.69584,DIVISLAB
Avg. Days Payable Out.,45.338475,46.11045,52.026534,71.863755,94.628075,70.289875,84.800736,89.74693,74.013605,82.58271,87.644556,DIVISLAB
Avg. Cash Conversion Cycle,322.1928,341.57649,302.681634,294.5039,295.661315,306.279895,298.94148,287.164115,296.71872,341.63416,366.158478,DIVISLAB
Long Term Solvency,,,,,,,,,,,,DIVISLAB
Total Debt/Equity,0.006217,0.007616,0.009892,0.006671,0.010651,0.015178,0.005314,0.000519,0.000314,0.000255,0.000221,DIVISLAB
Total Debt/Capital,0.006178,0.007558,0.009795,0.006626,0.010539,0.014951,0.005286,0.000519,0.000314,0.000255,0.000221,DIVISLAB
LT Debt/Equity,0.000523,0.0003,0.000108,,,,0.000611,0.000397,0.000244,0.000216,0.000147,DIVISLAB
LT Debt/Capital,0.00052,0.000298,0.000107,,,,0.000608,0.000396,0.000244,0.000216,0.000147,DIVISLAB
Total Liabilities/Total Assets,0.201359,0.207649,0.124192,0.130086,0.126889,0.134494,0.143606,0.137316,0.123107,0.115777,0.122753,DIVISLAB
EBIT / Interest Exp.,NM,NM,NM,NM,NM,NM,295.889891,NM,NM,NM,NM,DIVISLAB
EBITDA / Interest Exp.,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,DIVISLAB
(EBITDA-CAPEX) / Interest Exp.,NM,NM,NM,NM,NM,NM,115.415162,NM,NM,NM,NM,DIVISLAB
Total Debt/EBITDA,0.018054,0.023019,0.029865,0.024028,0.049776,0.056323,0.021315,0.001684,0.00095,0.001378,0.00136,DIVISLAB
Net Debt/EBITDA,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,DIVISLAB
Total Debt/(EBITDA-CAPEX),0.023803,0.031347,0.041381,0.032178,0.063492,0.092485,0.06076,0.002467,0.001164,0.001722,0.002495,DIVISLAB
Net Debt/(EBITDA-CAPEX),NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,DIVISLAB
Altman Z Score,14.908977,16.892946,30.369194,24.199107,18.718523,22.732957,25.758636,35.974189,47.374382,36.740829,,DIVISLAB
Growth Over Prior Year,,,,,,,,,,,,DIVISLAB
Total Revenue,0.180019,0.228802,0.216275,0.076258,-0.042529,0.271047,0.090613,0.291965,0.285595,-0.133072,0.009963,DIVISLAB
