Particulars,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,Company Symbol
Short Term Investments,25873.2,18503.9,19399.6,,268221.1,296496.5,250934,150791.2,285290.5,374407.9,32511,COALINDIA
Trading Asset Securities,,,,5134.7,,,,,,,,COALINDIA
Total Cash & ST Investments,549768.5,491192.8,399548.7,316626.6,308197.8,319520.1,278845,201915.2,355925.3,431061.7,334862.7,COALINDIA
Accounts Receivable,82410.3,85218.8,114476.1,124762.7,62578,54985.5,144082.2,196231.2,113676.8,130604.8,132557.5,COALINDIA
Other Receivables,30510.1,31111.6,75711,112643.6,142536.3,164382.4,173455.5,169341.8,178382.1,210257.7,90641.3,COALINDIA
Notes Receivable,,,218,124.8,36.9,5023.3,5026.5,5008.1,3.2,207.9,215.9,COALINDIA
Total Receivables,112920.4,116330.4,190405.1,237531.1,205151.2,224391.2,322564.2,370581.1,292062.1,341070.4,223414.7,COALINDIA
Inventory,55680.7,61838.2,75691.7,89452.7,64438.5,55839.3,66179.8,89474.7,70756.8,81546.8,101772.3,COALINDIA
Prepaid Exp.,341.5,218.4,327.5,355.9,,,,,,,,COALINDIA
Other Current Assets,83554.4,109215.3,57292.2,55232.8,83368.8,96963.2,169286.5,185562.2,209715.7,227148.1,378783.9,COALINDIA
Total Current Assets,802265.5,778795.1,723265.2,699199.1,661156.3,696713.8,836875.5,847533.2,928459.9,1080827,1038833.6,COALINDIA
"Gross Property, Plant & Equipment",398392.5,434810,292457.5,379338.9,462708.1,537667.7,595662.7,703987.9,806094.8,897449,876886.5,COALINDIA
Accumulated Depreciation,-231395.8,-250304.4,-26788.5,-55949.5,-84535.5,-115646.5,-145497.1,-176356.7,-213244.1,-251094.6,,COALINDIA
"Net Property, Plant & Equipment",166996.7,184505.6,265669,323389.4,378172.6,422021.2,450165.6,527631.2,592850.7,646354.4,876886.5,COALINDIA
Long-term Investments,11875.8,9630.5,11340.7,11396.2,14835.1,15726.1,20288.3,24851.8,27991.6,33946.9,38593.1,COALINDIA
Other Intangibles,24005.3,28238.5,688.1,576.5,295.3,738.8,953,1319.3,2890.3,49474.6,69398.5,COALINDIA
Loans Receivable Long-Term,494.5,414.3,806,232.9,10200.8,11417.3,6385.9,1900,3554.7,3722.1,3587.1,COALINDIA
"Deferred Tax Assets, LT",19717.4,19596.2,20445.4,27327.6,53550.5,42691.6,36180.1,40680.9,41284.2,41770,31412.9,COALINDIA
Other Long-Term Assets,17068.3,84234.4,106067.6,116030.5,136496.1,140905.7,152426.4,173899.3,205345.4,255971.5,318010.9,COALINDIA
Total Assets,1042423.5,1105414.6,1128282,1178152.2,1254706.7,1330214.5,1503274.8,1617815.7,1802376.8,2112066.5,2376722.6,COALINDIA
LIABILITIES,,,,,,,,,,,,COALINDIA
Accounts Payable,8050.8,9207.6,32971.5,38843.1,8025,8915.8,72509.6,84731.4,86035.3,85491.8,83856.5,COALINDIA
Accrued Exp.,127576.1,160422.2,141821,181127.3,234638.8,209888.6,154088.3,160229.3,177561.4,271702.3,,COALINDIA
Short-term Borrowings,3.2,2001.1,9290.3,27129.7,4765.4,7304.7,44326.1,31872,1.8,,,COALINDIA
Curr. Port. of LT Debt,63.6,63.8,67,67,67.8,72,77.8,75.9,78,84.8,6718.2,COALINDIA
Curr. Port. of Leases,,,,,,,,2.3,442.2,596.9,777.2,COALINDIA
Curr. Income Taxes Payable,1912.2,894.6,,,,,,,,247.8,1983.3,COALINDIA
"Unearned Revenue, Current",2904.8,3271.7,2846.5,4569.2,7678.1,5890.7,5296.6,4895.1,5593.4,7204.8,,COALINDIA
Other Current Liabilities,103838.1,118234,126545.3,188422,228015.9,228906.2,214384.5,224063,302373,322018,519390.2,COALINDIA
Total Current Liabilities,244348.8,294095,313541.6,440158.3,483191,460978,490682.9,505869,572085.1,687346.4,612725.4,COALINDIA
Long-Term Debt,1714.6,2018.3,2630.6,2948,10544,14722.7,19933.8,26881,33017.8,41062.5,56172,COALINDIA
Long-Term Leases,,,,,,,,11.1,1596.6,1570,1562.9,COALINDIA
"Unearned Revenue, Non-Current",,,3332.6,3785.4,6775.8,7732.9,7767,9750.3,6539.7,5920.6,,COALINDIA
Pension & Other Post-Retire. Benefits,38386.9,17243.4,14793.2,15318.7,49418.3,19432.1,37688.1,58441,49501.1,31420.6,,COALINDIA
"Def. Tax Liability, Non-Curr.",,,,,,,3070.4,7307.3,8013.5,13306.8,18221.6,COALINDIA
Other Non-Current Liabilities,333292.6,387868.9,444604.6,467301.7,499365.7,558719.4,618622.6,639971.6,693454.7,751283.9,852221.7,COALINDIA
Total Liabilities,617742.9,701225.6,778902.6,929512.1,1049294.8,1061585.1,1177764.8,1248231.3,1364208.5,1531910.8,1540903.6,COALINDIA
Common Stock,63163.6,63163.6,63163.6,62074.1,62074.1,61627.3,61627.3,61627.3,61627.3,61627.3,61627.3,COALINDIA
Additional Paid In Capital,,,,,,,,,,,,COALINDIA
Retained Earnings,343068.5,,266902.6,158502.4,103716,165913.1,236281.2,285201.4,350933.9,489073.9,,COALINDIA
Treasury Stock,,,,,,,,,,,,COALINDIA
Comprehensive Inc. and Other,17812.5,340367.1,18265.4,24604.4,35997.3,37011,23660.7,18344.9,18869.2,21747.7,765670.5,COALINDIA
Total Common Equity,424044.6,403530.7,348331.6,245180.9,201787.4,264551.4,321569.2,365173.6,431430.4,572448.9,827297.8,COALINDIA
Minority Interest,636,658.3,1047.8,3459.2,3624.5,4078,3940.8,4410.8,6737.9,7706.8,8521.2,COALINDIA
Total Equity,424680.6,404189,349379.4,248640.1,205411.9,268629.4,325510,369584.4,438168.3,580155.7,835819,COALINDIA
Total Liabilities And Equity,1042423.5,1105414.6,1128282,1178152.2,1254706.7,1330214.5,1503274.8,1617815.7,1802376.8,2112066.5,2376722.6,COALINDIA
Supplemental Items,,,,,,,,,,,,COALINDIA
Total Shares Out. on Filing Date,6316.4,6316.4,6316.4,6207.4,6207.4,6162.7,6162.7,6162.7,6162.7,6162.7,6162,COALINDIA
Total Shares Out. on Balance Sheet Date,6316.4,6316.4,6316.4,6207.4,6207.4,6162.7,6162.7,6162.7,6162.7,6162.7,6162,COALINDIA
Book Value/Share,67.1,63.9,55.1,39.5,32.5,42.9,52.2,59.3,70,92.9,134.3,COALINDIA
Tangible Book Value,400039.3,375292.2,347643.5,244604.4,201492.1,263812.6,320616.2,363854.3,428540.1,522974.3,757899.3,COALINDIA
Tangible Book Value/Share,63.3,59.4,55,39.4,32.5,42.8,52,59,69.5,84.9,123,COALINDIA
Total Debt,1781.4,4083.2,11987.9,30144.7,15377.2,22099.4,64337.7,58842.3,35136.4,43314.2,65230.3,COALINDIA
Net Debt,-547987.1,-487109.6,-387560.8,-286481.9,-292820.6,-297420.7,-214507.3,-143072.9,-320788.9,-387747.5,-269632.4,COALINDIA
Debt Equiv. of Unfunded Proj. Benefit Obligation,-106789.5,39637,35168.8,21052.2,71870.2,44224.6,63712.6,72557.7,49958.3,38435.3,,COALINDIA
Debt Equivalent Oper. Leases,20952.8,388673.6,586093.6,659709.6,677658.4,706644,741691.2,933676.8,1130848.8,1437503.2,,COALINDIA
Total Minority Interest,636,658.3,1047.8,3459.2,3624.5,4078,3940.8,4410.8,6737.9,7706.8,8521.2,COALINDIA
Equity Method Investments,0.3,42.7,73.3,106.1,3442.8,4610.6,9143.9,16676.1,24268.9,30853.2,,COALINDIA
Inventory Method,,,,,,,,,,,,COALINDIA
Work in Progress Inventory,2199,2066.6,1915.9,2437.9,427.9,215.3,387.7,30.8,1.5,259.3,,COALINDIA
Finished Goods Inventory,45858.2,51641.3,66253.6,78646.5,49363,41167.1,51607.4,76160.3,54130.1,60791.8,,COALINDIA
Other Inventory Accounts,14584.4,15382.6,14842.8,16086,14647.6,14456.9,14184.7,13283.6,16625.2,20495.7,,COALINDIA
Land,44489.4,56851,56272.1,73435.2,89962.9,113464.3,125894.4,153516.3,178228.7,204591.8,,COALINDIA
Buildings,41281.8,42523.6,26652,29365.6,32645.4,37647.7,40355.9,45088.8,51225.2,61462,,COALINDIA
Machinery,271011.7,288654.2,108599.4,125222,150219.8,175527.9,189577.9,229232.7,260518.8,282025.3,,COALINDIA
Construction in Progress,26470.2,31046,45532.2,85852.2,102727,96189.8,82710.9,104036.6,127137.3,152626.2,147386.6,COALINDIA
"Natural Resources, at Cost",8211.5,8525.3,13511.3,17177.3,34989.9,40624.4,44688.5,46340.2,39334.8,49863.4,50495.8,COALINDIA
Full Time Employees,346638,333097,322404,310016,298757,285479,272445,259016,248550,239210,,COALINDIA
Accum. Allowance for Doubtful Accts,25890.1,25103.2,22202,20139.9,17429.1,17217.6,18879,25427.3,24245.3,27221.3,,COALINDIA
Filing Date,,,,,,,,,,,,COALINDIA
Restatement Type,,,,,,,,,,,,COALINDIA
Calculation Type,,,,,,,,,,,,COALINDIA
"Note: For multiple class companies, total share counts are primary class equivalent, and for foreign companies listed as primary ADRs, total share counts are ADR-equivalent.",,,,,,,,,,,,COALINDIA
,,,,,,,,,,,,COALINDIA
Cash And Equivalents,405.1,652.2,179.5,207.9,251.5,130,431.5,20303.2,12147.6,1697,39800,DIVISLAB
Short Term Investments,5018.8,7330,,,,,110.1,505,15269,39626.6,,DIVISLAB
Trading Asset Securities,,,8028.5,16307.2,18892.8,13983.4,9713.5,,,,,DIVISLAB
Total Cash & ST Investments,5423.8,7982.2,8208,16515.1,19144.3,14113.4,10255.1,20808.2,27416.6,41323.6,39800,DIVISLAB
Accounts Receivable,7237,7416.4,8809.2,9009.2,10143.6,11633.7,14133.5,16765.2,24238.8,17925.3,21560,DIVISLAB
Other Receivables,61.1,92.3,90.9,381,1187.6,1330.1,1856,1017.8,1044.6,1411.4,,DIVISLAB
Notes Receivable,,,1.3,2.7,1.7,1.1,0.9,,,,,DIVISLAB
Total Receivables,7298.1,7508.7,8901.4,9392.9,11332.9,12964.9,15990.4,17783,25283.4,19336.7,21560,DIVISLAB
Inventory,9324.2,11626.4,12078.3,13199.1,13506.7,17723.4,18638.6,21452.3,28286.2,30004.1,31840,DIVISLAB
Prepaid Exp.,35.8,56.8,58.4,57.5,62.2,91.9,169.7,225,270.9,272,,DIVISLAB
Other Current Assets,481.6,549.8,1024.4,940.5,1305.1,1606.9,1744.5,1478.6,2257.9,2181,3550,DIVISLAB
Total Current Assets,22563.5,27724,30270.4,40105.1,45351.2,46500.5,46798.3,61747.1,83515,93117.4,96750,DIVISLAB
"Gross Property, Plant & Equipment",18848.2,21666.4,24548,22306.9,24806.3,31131,44187.9,53830.1,60690.1,65500.4,,DIVISLAB
Accumulated Depreciation,-5185,-6435.2,-7550.5,-2311.9,-3712.3,-5374.7,-7208.5,-9734.7,-12815.2,-16208.4,,DIVISLAB
"Net Property, Plant & Equipment",13663.3,15231.2,16997.5,19995,21094,25756.3,36979.4,44095.4,47874.9,49292,55130,DIVISLAB
Long-term Investments,0,,0.1,0.1,0.1,5472.6,0.1,0.1,720.1,770.5,820,DIVISLAB
Other Intangibles,,39.5,29.3,32.6,65.5,40.5,36,49.5,74.9,52.8,40,DIVISLAB
Accounts Receivable Long-Term,0,0,,,,,,,,,,DIVISLAB
Loans Receivable Long-Term,77,56.1,,,341.3,340.4,353.2,,,,,DIVISLAB
"Deferred Tax Assets, LT",,62.3,41.4,35.6,10.3,23.4,43.8,32.3,144.7,142.4,100,DIVISLAB
Other Long-Term Assets,801.1,1000.6,1682.4,1416.9,996.1,2248.8,1146.2,1816.3,1417.5,1012.6,1860,DIVISLAB
Total Assets,37104.9,44113.8,49021.2,61585.3,67858.5,80382.5,85357,107740.7,133747.1,144387.7,154700,DIVISLAB
LIABILITIES,,,,,,,,,,,,DIVISLAB
Accounts Payable,1517,2268.7,2326.9,4458,4112.1,4922.6,5907.2,7632,7957,7625.1,8240,DIVISLAB
Accrued Exp.,770.9,869.5,1752.8,1212.4,1145.4,1745.7,1889.1,2485.7,3234.6,2557.7,70,DIVISLAB
Short-term Borrowings,163.2,250.7,414.2,357.4,631.1,1056,336.3,3.5,,,,DIVISLAB
Curr. Port. of LT Debt,5.5,5,5.8,,,,,,,,,DIVISLAB
Curr. Port. of Leases,,,,,,,7.5,7.9,8.2,4.9,10,DIVISLAB
Curr. Income Taxes Payable,451.2,540.4,26.4,,27,41.9,99.3,59.8,16.8,22.1,430,DIVISLAB
"Unearned Revenue, Current",,,,,,3.5,5.4,6.4,7.6,8.7,,DIVISLAB
Other Current Liabilities,3366.2,3820.9,668.9,566.7,618.6,697.8,1023.5,929.3,731.3,792.3,4030,DIVISLAB
Total Current Liabilities,6274.1,7755.3,5195,6594.5,6534.2,8467.5,9268.3,11124.6,11955.5,11010.8,12780,DIVISLAB
Long-Term Debt,15.5,10.5,4.7,,,,,,,,,DIVISLAB
Long-Term Leases,,,,,,,44.7,36.9,28.7,27.7,20,DIVISLAB
Pension & Other Post-Retire. Benefits,31.8,69.9,,,,,,,,,,DIVISLAB
"Def. Tax Liability, Non-Curr.",1150,1324.5,772.7,1263.9,1926.8,2211.8,2739.6,3380.6,4214,5372.1,5820,DIVISLAB
Other Non-Current Liabilities,,,115.7,153,149.5,131.7,205.2,252.5,267.1,306.2,370,DIVISLAB
Total Liabilities,7471.4,9160.2,6088.1,8011.4,8610.5,10811,12257.8,14794.6,16465.3,16716.8,18990,DIVISLAB
Common Stock,265.5,265.5,530.9,530.9,530.9,530.9,530.9,530.9,530.9,530.9,530,DIVISLAB
Additional Paid In Capital,1064.2,1064.2,798.8,798.8,798.8,798.8,798.8,798.8,798.8,798.8,,DIVISLAB
Retained Earnings,28298.6,33618.7,41603.4,52244.2,57826,68163.5,71635.6,91480.1,115797,126090,,DIVISLAB
Treasury Stock,,,,,,,,,,,,DIVISLAB
Comprehensive Inc. and Other,5.2,5.2,,,92.3,78.3,133.9,136.3,155.1,251.2,135180,DIVISLAB
Total Common Equity,29633.5,34953.6,42933.1,53573.9,59248,69571.5,73099.2,92946.1,117281.8,127670.9,135710,DIVISLAB
Total Equity,29633.5,34953.6,42933.1,53573.9,59248,69571.5,73099.2,92946.1,117281.8,127670.9,135710,DIVISLAB
Total Liabilities And Equity,37104.9,44113.8,49021.2,61585.3,67858.5,80382.5,85357,107740.7,133747.1,144387.7,154700,DIVISLAB
Supplemental Items,,,,,,,,,,,,DIVISLAB
Total Shares Out. on Filing Date,265.5,265.5,265.5,265.5,265.5,265.5,265.5,265.5,265.5,265.5,265.7,DIVISLAB
Total Shares Out. on Balance Sheet Date,265.5,265.5,265.5,265.5,265.5,265.5,265.5,265.5,265.5,265.5,265.7,DIVISLAB
Book Value/Share,111.6,131.7,161.7,201.8,223.2,262.1,275.4,350.1,441.8,480.9,510.8,DIVISLAB
Tangible Book Value,29633.5,34914.1,42903.8,53541.3,59182.5,69531,73063.2,92896.6,117206.9,127618.1,135670,DIVISLAB
Tangible Book Value/Share,111.6,131.5,161.6,201.7,222.9,261.9,275.2,349.9,441.5,480.7,510.7,DIVISLAB
Total Debt,184.2,266.2,424.7,357.4,631.1,1056,388.5,48.3,36.9,32.6,30,DIVISLAB
Net Debt,-5239.6,-7716,-7783.3,-16157.7,-18513.2,-13057.4,-9866.6,-20759.9,-27379.7,-41291,-39770,DIVISLAB
Debt Equiv. of Unfunded Proj. Benefit Obligation,41.7,53.5,14.4,3.9,-8.4,99.8,-19.1,-9.3,-23.7,-7.8,,DIVISLAB
Debt Equivalent Oper. Leases,83.8,121,389.7,640.8,660,699.2,777.6,868.8,861.6,949.6,,DIVISLAB
Inventory Method,,,,,,,,,,,,DIVISLAB
Raw Materials Inventory,2834.2,2682.7,3303.2,3827.4,3938.9,5195.7,5070.6,7138.9,7821.8,9810.5,,DIVISLAB
Work in Progress Inventory,5079.7,7025.6,6806.9,6939.4,7041.9,9284.9,9809.1,10933.4,15315.9,15257.1,,DIVISLAB
Finished Goods Inventory,774.3,1229.9,1194.9,1470.6,1334.8,2137.7,2673.3,2335.7,3191.5,3020,,DIVISLAB
Other Inventory Accounts,636,688.2,773.3,961.7,1191.1,1105.1,1085.6,1044.3,1957,1916.5,,DIVISLAB
Land,272.4,272.4,272.4,762.6,1021.7,1479.4,1611,1715.1,1727.4,1942.3,,DIVISLAB
Buildings,3355.8,3622.9,,,,,,,,,,DIVISLAB
Machinery,13775.2,15589.3,17237.4,12870.3,17294,18986.2,25291.9,33535.3,39860.2,45784.8,,DIVISLAB
Construction in Progress,1444.8,2181.8,2639.1,4435.7,1197.6,4919.1,9196.9,7106.2,4699.3,2118.8,,DIVISLAB
Full Time Employees,,3090,9481,9735,10762,11847,13884,16818,16543,8433,,DIVISLAB
Accum. Allowance for Doubtful Accts,,,3.4,12.3,17.8,36.9,132.7,55.5,51.2,58.7,,DIVISLAB
Filing Date,,,,,,,,,,,,DIVISLAB
Restatement Type,,,,,,,,,,,,DIVISLAB
Calculation Type,,,,,,,,,,,,DIVISLAB
"Note: For multiple class companies, total share counts are primary class equivalent, and for foreign companies listed as primary ADRs, total share counts are ADR-equivalent.",,,,,,,,,,,,DIVISLAB
,,,,,,,,,,,,DIVISLAB
Cash And Equivalents,8451,5394,4921,3866,2638,2228,2053,14829,14852,5779,7107,DRREDDY
Short Term Investments,25083,34259,35034,14270,18330,22529,23687,19744,29513,56018,74363,DRREDDY
Total Cash & ST Investments,33534,39653,39955,18136,20968,24757,25740,34573,44365,61797,81470,DRREDDY
Accounts Receivable,33037,40755,41306,38065,40617,39869,50278,49641,66764,72485,80298,DRREDDY
Other Receivables,3893,1819,4903,6934,7409,5763,7031,4815,5051,1451,2908,DRREDDY
Total Receivables,36930,42574,46209,44999,48026,45632,57309,54456,71815,73936,83206,DRREDDY
Inventory,23992,25529,25578,28529,29089,33579,35066,45412,50884,48670,63552,DRREDDY
Prepaid Exp.,537,,679,712,761,951,950,1141,1138,1452,1947,DRREDDY
Other Current Assets,8754,12082,7267,7999,10801,9582,11305,12667,13654,18398,17874,DRREDDY
Total Current Assets,103747,119838,119688,100375,109645,114501,130370,148249,181856,204253,248049,DRREDDY
"Gross Property, Plant & Equipment",70119,,90140,100140,108114,109648,115643,127669,141898,152269,170141,DRREDDY
Accumulated Depreciation,-25695,,-36179,-42980,-50245,-55560,-63311,-70558,-79729,-85807,-93255,DRREDDY
"Net Property, Plant & Equipment",44424,48090,53961,57160,57869,54088,52332,57111,62169,66462,76886,DRREDDY
Long-term Investments,806,3850,3297,6840,4653,3342,3091,8333,7986,5362,5255,DRREDDY
Goodwill,3428,3380,3848,3752,3945,3902,3994,4568,4418,4245,4253,DRREDDY
Other Intangibles,11269,13050,20796,44925,44665,44367,27659,35648,27246,30849,36951,DRREDDY
Accounts Receivable Long-Term,,,,206,169,113,1737,118,54,,,DRREDDY
"Deferred Tax Assets, LT",6054,5792,4997,5580,3628,4168,12214,10630,8204,7196,10774,DRREDDY
Other Long-Term Assets,495,762,1063,983,1030,946,844,834,894,3487,5350,DRREDDY
Total Assets,170223,194762,207650,219821,225604,225427,232241,265491,292827,321854,387518,DRREDDY
LIABILITIES,,,,,,,,,,,,DRREDDY
Accounts Payable,10503,10660,12300,13417,9208,10296,10745,12696,15971,17857,21547,DRREDDY
Accrued Exp.,11589,,18612,18937,23824,23817,28452,31809,36083,38716,40494,DRREDDY
Short-term Borrowings,20607,21857,22718,43626,25562,12125,16532,23145,27082,7390,12723,DRREDDY
Curr. Port. of LT Debt,3295,6962,,,,4199,3783,,,3800,,DRREDDY
Curr. Port. of Leases,100,,110,110,63,57,483,864,1017,1004,1307,DRREDDY
Curr. Income Taxes Payable,1192,2506,2581,1483,1530,181,573,1389,1615,2144,2342,DRREDDY
"Unearned Revenue, Current",372,,324,509,982,1351,1910,2033,2576,1981,1435,DRREDDY
Other Current Liabilities,6405,22010,8001,6918,8523,7674,10336,11455,9671,12953,16191,DRREDDY
Total Current Liabilities,54063,63995,64646,85000,69692,59700,72814,83391,94015,85845,96039,DRREDDY
Long-Term Debt,19793,14307,9938,4852,24459,21448,,3800,3800,,3800,DRREDDY
Long-Term Leases,947,,747,597,630,552,1304,2499,1946,1278,2190,DRREDDY
"Unearned Revenue, Non-Current",959,,1528,3166,2697,2002,1956,1531,1597,1555,1193,DRREDDY
"Def. Tax Liability, Non-Curr.",2744,1779,767,1204,730,610,275,338,60,833,909,DRREDDY
Other Non-Current Liabilities,916,3379,1688,958,936,918,904,870,882,1352,2837,DRREDDY
Total Liabilities,79422,83460,79314,95777,99144,85230,77253,92429,102300,90863,106968,DRREDDY
Common Stock,851,852,853,829,830,830,831,832,832,833,834,DRREDDY
Additional Paid In Capital,21553,22178,22601,7359,7790,8211,8495,8887,9280,9688,10765,DRREDDY
Retained Earnings,65051,83643,99550,108051,113865,128646,144247,157349,176467,216479,265910,DRREDDY
Treasury Stock,,,,,,-535,-1006,-1967,-1601,-1269,-991,DRREDDY
Comprehensive Inc. and Other,3346,4629,5332,7805,3975,3045,2421,7961,5549,5260,4032,DRREDDY
Total Common Equity,90801,111302,128336,124044,126460,140197,154988,173062,190527,230991,280550,DRREDDY
Total Equity,90801,111302,128336,124044,126460,140197,154988,173062,190527,230991,280550,DRREDDY
Total Liabilities And Equity,170223,194762,207650,219821,225604,225427,232241,265491,292827,321854,387518,DRREDDY
Supplemental Items,,,,,,,,,,,,DRREDDY
Total Shares Out. on Filing Date,170.1,170.4,170.6,165.7,165.9,165.8,165.8,165.7,166,166.2,166.5,DRREDDY
Total Shares Out. on Balance Sheet Date,170.1,170.4,170.6,165.7,165.9,165.8,165.8,165.7,166,166.2,166.5,DRREDDY
Book Value/Share,533.8,653.3,752.2,748.4,762.2,845.3,934.9,1044.3,1148,1390.2,1684.7,DRREDDY
Tangible Book Value,76104,94872,103692,75367,77850,91928,123335,132846,158863,195897,239346,DRREDDY
Tangible Book Value/Share,447.4,556.8,607.8,454.7,469.2,554.3,744,801.6,957.3,1179,1437.3,DRREDDY
Total Debt,44742,43126,33513,49185,50714,38381,22102,30308,33845,13472,20020,DRREDDY
Net Debt,11208,3473,-6442,31049,29746,13624,-3638,-4265,-10520,-48325,-61450,DRREDDY
Debt Equiv. of Unfunded Proj. Benefit Obligation,273,263,425,311,226,179,295,769,600,26,357,DRREDDY
Debt Equivalent Oper. Leases,,6576,6552,6008,6296,7240,,,312,312,296,DRREDDY
Equity Method Investments,806,1033,1309,1603,2104,2529,2763,3375,4318,4702,4196,DRREDDY
Inventory Method,,,,,,,,,,,,DRREDDY
Raw Materials Inventory,7753,,7826,9541,9688,11409,13134,15574,17507,16001,24081,DRREDDY
Work in Progress Inventory,6619,,7049,6614,7175,7201,6806,10009,12886,11698,14222,DRREDDY
Finished Goods Inventory,9620,,10703,12374,12226,14969,15126,19829,20491,20971,25249,DRREDDY
Land,3824,,3814,3868,4216,4192,4045,4147,4154,4234,4224,DRREDDY
Buildings,15319,,19095,21291,22441,23106,23268,23634,24663,26519,27992,DRREDDY
Machinery,44301,,59681,68335,73529,77432,81450,85470,95100,107205,117082,DRREDDY
Construction in Progress,6675,,7550,6646,7928,4918,4521,9778,13305,9956,14462,DRREDDY
Full Time Employees,18421,20373,22175,22671,23524,21966,21650,22739,24795,25863,27048,DRREDDY
Accum. Allowance for Doubtful Accts,683,,789,861,952,1172,1202,1296,1194,1258,1451,DRREDDY
Filing Date,,,,,,,,,,,,DRREDDY
Restatement Type,,,,,,,,,,,,DRREDDY
Calculation Type,,,,,,,,,,,,DRREDDY
"Note: For multiple class companies, total share counts are primary class equivalent, and for foreign companies listed as primary ADRs, total share counts are ADR-equivalent.",,,,,,,,,,,,DRREDDY
,,,,,,,,,,,,DRREDDY
Cash And Equivalents,3533.2,5690.8,358.5,172.4,924.6,7269.8,432.1,941.2,505.3,888.1,1463.1,EICHERMOT
Short Term Investments,9170.9,8220,17.9,6,11089.9,22321,28942.4,57323.2,27337.3,8377.9,1809.2,EICHERMOT
Trading Asset Securities,,,5829,8836.1,6334,4688.1,25125,10657.4,3315,1229.1,,EICHERMOT
Total Cash & ST Investments,12704.1,13910.8,6205.4,9014.5,18348.5,34278.9,54499.5,68921.8,31157.6,10495.1,3272.3,EICHERMOT
Accounts Receivable,6044.2,7833.9,326.4,500.4,680,842.9,867.6,1632.4,3039.3,3710.8,3737.8,EICHERMOT
Other Receivables,83.1,,38.2,161.3,390.6,797.6,1005.2,2092.9,771.9,307.8,,EICHERMOT
Notes Receivable,50.9,4678.9,68,3.4,7,12.9,1.2,4591.6,6767.9,5889.4,4768.8,EICHERMOT
Total Receivables,6178.2,12512.8,432.6,665.1,1077.6,1653.4,1874,8316.9,10579.1,9908,8506.6,EICHERMOT
Inventory,6455.2,8848.1,3083.9,3359,3946.4,6333.8,5723.5,8746,11324,12784.4,14096.4,EICHERMOT
Prepaid Exp.,63.9,,34.3,77.2,124.2,198.1,229.6,315.2,409.1,434.9,,EICHERMOT
Other Current Assets,3613.6,90.9,731.8,693.6,1853.7,1688.9,1419.3,1784.9,2723.6,3209.9,15638,EICHERMOT
Total Current Assets,29015,35362.6,10488,13809.4,25350.4,44153.1,63745.9,88084.8,56193.4,36832.3,41513.3,EICHERMOT
"Gross Property, Plant & Equipment",29070.5,,10410.1,14876.8,21936.9,27810,33107.2,35897,39511.2,43784.6,,EICHERMOT
Accumulated Depreciation,-6896.2,,-2471.5,-3875.4,-5926.3,-8167.9,-10944.4,-14336.6,-17227,-20749.3,,EICHERMOT
"Net Property, Plant & Equipment",22174.3,32555.1,7938.6,11001.4,16010.6,19642.1,22162.8,21560.4,22284.2,23035.3,24339,EICHERMOT
Long-term Investments,1500.5,7894.3,28007.8,41035.2,49474.4,44537.1,32362.7,28260.6,73436.5,121007.7,133460.4,EICHERMOT
Goodwill,0,,,,,,,,,,,EICHERMOT
Other Intangibles,5107,,902.1,1422,2299.8,3566,4702.5,5915.5,7006.4,8585.3,10355.8,EICHERMOT
Accounts Receivable Long-Term,,,,,,,,69.9,67.5,,,EICHERMOT
Loans Receivable Long-Term,277.6,5077.3,,,,,,,,,,EICHERMOT
"Deferred Tax Assets, LT",,,,,,,,,,,128,EICHERMOT
Other Long-Term Assets,5957.9,972.3,2053.6,2822.8,2087.1,1970,1523.3,1694.9,2410.3,2515.8,21482.8,EICHERMOT
Total Assets,64032.3,81861.6,49390.1,70090.8,95222.3,113868.3,124497.2,145586.1,161398.3,191976.4,231279.3,EICHERMOT
LIABILITIES,,,,,,,,,,,,EICHERMOT
Accounts Payable,15220.2,20856.5,7232.2,7653,11718.6,12340.5,10078.2,15132.3,17880.9,18104.4,20901.3,EICHERMOT
Accrued Exp.,1095.8,,449.4,617.9,705.7,889.7,1041.4,1417.7,1360.4,1364.4,,EICHERMOT
Short-term Borrowings,583.6,1021.4,291.2,1145.1,1508.4,1867.6,1444.3,1574.1,588.4,1327.4,1121.2,EICHERMOT
Curr. Port. of Leases,,,,,,,268.5,157.2,135.5,249.2,358.8,EICHERMOT
Curr. Income Taxes Payable,339.4,,,377.7,1080.2,1414.8,901.2,1310.3,1706.2,2228.3,2120.2,EICHERMOT
"Unearned Revenue, Current",2459.2,,2562.7,3108.8,4603.1,2131.7,4584.2,4279.9,3868.1,4774.1,2882.7,EICHERMOT
Other Current Liabilities,5034.4,9035.8,1514.3,2395,3036.4,2335.3,1868,2416.6,3394.2,4298,8599.9,EICHERMOT
Total Current Liabilities,24732.6,30913.7,12049.8,15297.5,22652.4,20979.6,20185.8,26288.1,28933.7,32345.8,35984.1,EICHERMOT
Long-Term Debt,,,,,,,,,,629.6,1634.6,EICHERMOT
Long-Term Leases,,,,,,,777.2,461.2,353.2,677.9,1079.8,EICHERMOT
"Unearned Revenue, Non-Current",39.4,,95.5,232,468.4,632.7,864.1,1869.2,3003,4327.5,5613.8,EICHERMOT
Pension & Other Post-Retire. Benefits,130.8,,15.7,29.6,38.8,42.3,50.8,60.7,79.7,320.9,,EICHERMOT
